total number of words in words.txt = 235886 
largest string index is 24 
in Display 
  10) Largest string is formaldehydesulphoxylate	 with string length=24 
   2) Largest string is thigmotropically	 with string length=16 
   2) Largest string is thoracicohumeral	 with string length=16 
   2) Largest string is thoracoabdominal	 with string length=16 
   2) Largest string is thoroughbredness	 with string length=16 
   2) Largest string is thoroughfaresome	 with string length=16 
   2) Largest string is thoroughstitched	 with string length=16 
   2) Largest string is thromboarteritis	 with string length=16 
   2) Largest string is thrombocytopenia	 with string length=16 
   2) Largest string is thrombophlebitis	 with string length=16 
   2) Largest string is thymicolymphatic	 with string length=16 
   2) Largest string is thyreoepiglottic	 with string length=16 
   2) Largest string is tintinnabulation	 with string length=16 
   2) Largest string is tintinnabulatory	 with string length=16 
   2) Largest string is toluylenediamine	 with string length=16 
   2) Largest string is topographometric	 with string length=16 
   2) Largest string is totipotentiality	 with string length=16 
   2) Largest string is tourmaliniferous	 with string length=16 
   2) Largest string is tourmalinization	 with string length=16 
   2) Largest string is toxicodermatitis	 with string length=16 
   2) Largest string is toxicodermatosis	 with string length=16 
   2) Largest string is trachelocyllosis	 with string length=16 
   2) Largest string is tracheloscapular	 with string length=16 
   2) Largest string is tracheobronchial	 with string length=16 
   2) Largest string is tracheochromatic	 with string length=16 
   2) Largest string is tracheolaryngeal	 with string length=16 
   2) Largest string is traditionalistic	 with string length=16 
   2) Largest string is tranquillization	 with string length=16 
   2) Largest string is transappalachian	 with string length=16 
   2) Largest string is transatlanticism	 with string length=16 
   2) Largest string is transcendentally	 with string length=16 
   2) Largest string is transcendentness	 with string length=16 
   2) Largest string is transcendingness	 with string length=16 
   2) Largest string is transconductance	 with string length=16 
   2) Largest string is transcontinental	 with string length=16 
   2) Largest string is transcriptitious	 with string length=16 
   2) Largest string is transcrystalline	 with string length=16 
   2) Largest string is transferableness	 with string length=16 
   2) Largest string is transferribility	 with string length=16 
   2) Largest string is transformability	 with string length=16 
   2) Largest string is transilluminator	 with string length=16 
   2) Largest string is transitionalness	 with string length=16 
   2) Largest string is translatableness	 with string length=16 
   2) Largest string is transmateriation	 with string length=16 
   2) Largest string is transmethylation	 with string length=16 
   2) Largest string is transmigratively	 with string length=16 
   2) Largest string is transmissibility	 with string length=16 
   2) Largest string is transmissiveness	 with string length=16 
   2) Largest string is transmutableness	 with string length=16 
   2) Largest string is transmutationist	 with string length=16 
   2) Largest string is transportability	 with string length=16 
   2) Largest string is transportational	 with string length=16 
   2) Largest string is transposableness	 with string length=16 
   2) Largest string is transubstantiate	 with string length=16 
   2) Largest string is transverberation	 with string length=16 
   2) Largest string is transversomedial	 with string length=16 
   2) Largest string is transversospinal	 with string length=16 
   2) Largest string is Trentepohliaceae	 with string length=16 
   2) Largest string is triboelectricity	 with string length=16 
   2) Largest string is tribofluorescent	 with string length=16 
   2) Largest string is triboluminescent	 with string length=16 
   2) Largest string is trichloromethane	 with string length=16 
   2) Largest string is trichobranchiate	 with string length=16 
   2) Largest string is Trichopterygidae	 with string length=16 
   2) Largest string is trichosporangial	 with string length=16 
   2) Largest string is trichosporangium	 with string length=16 
   2) Largest string is trichostrongylid	 with string length=16 
   2) Largest string is Trichostrongylus	 with string length=16 
   2) Largest string is trichotillomania	 with string length=16 
   2) Largest string is trigonocephalous	 with string length=16 
   2) Largest string is trigonometrician	 with string length=16 
   2) Largest string is trimethylbenzene	 with string length=16 
   2) Largest string is trimethylmethane	 with string length=16 
   2) Largest string is trimethylstibine	 with string length=16 
   2) Largest string is trinitrocarbolic	 with string length=16 
   2) Largest string is trinitroglycerin	 with string length=16 
   2) Largest string is trinitroresorcin	 with string length=16 
   2) Largest string is triphenylmethane	 with string length=16 
   2) Largest string is triplocaulescent	 with string length=16 
   2) Largest string is tritetartemorion	 with string length=16 
   2) Largest string is trithiocarbonate	 with string length=16 
   2) Largest string is Trochodendraceae	 with string length=16 
   2) Largest string is tropostereoscope	 with string length=16 
   2) Largest string is trypanosomacidal	 with string length=16 
   2) Largest string is Trypanosomatidae	 with string length=16 
   2) Largest string is trypanosomatosis	 with string length=16 
   2) Largest string is Tuberculariaceae	 with string length=16 
   2) Largest string is tuberculoprotein	 with string length=16 
   2) Largest string is tuberculotherapy	 with string length=16 
   2) Largest string is tuberculotrophic	 with string length=16 
   2) Largest string is Tubulibranchiata	 with string length=16 
